key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_src.src_taxml_hist.num_f1040s3,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_like_kind_exchange,Amount Like Kind Exchange,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_ca_contributions,Tax Sum Company Contributions,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_ca_exemption_credits,Tax Sum Company Exemption Credits,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_oh_underpayment_penalty,Tax Sum Oh Underpayment Penalty,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_oh_amount_overpaid,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_state_depreciation_prior,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k2sw_obi_materially_participated,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_box5,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_tutor,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_qaocy,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.tto_sessionstart_log.priority_code,Current Priority Code,<p>Current Priority code associated with the session</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.tto_sessionstart_log.tax_year,Tax Year,<p>Tax Year for the order</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.tto_sessionstart_log.eventbus_server_time,Eventbus Server Time,<p>Time at which the payload was received by Event bus</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.tto_sessionstart_log.eventbus_event_id,Eventbus Event Id,<p>Unique id for each payload from Event bus header</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.tto_sessionend_log.load_date_hour,Load date hour,<p>Date and hour in which this record was ingested</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.tto_sessionend_log.ingest_date,Ingest Date,<p>Date in which this record was ingested</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.tto_sessionend_log.source,source,<p>Source of the session</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.tto_sessionend_log.auth_id,Auth Id,<p>Auth id associated with the session</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_qual_bus_inc_yes,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_depletion,Sche 1 Was Expenses Depletion,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_total_real_estate_tax,Sche 1 Was Expenses Total Real Estate Tax,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_rental_income,Sche 1 Was Rental Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_est_nonpassive_income,Sche 2 Est Nonpassive Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_ps_total_passive_income,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_est_passive_income,Setup Est Passive Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_net_income,Sche 1 Re Net Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_casualties_4684,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_8949_boxa_adjustments,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_travel,Bus Expense Travel,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_taxes,Business Expense Taxes,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_employer_zip,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.occupation_spouse,Occupation Spouse,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.age_dependent_max,Age Dependent Max,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_total_payments,Amount Total Payments,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.flag_itemize_separately,Flag Itemize Separately,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_vocx,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_seconx,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_fees,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_hmhop,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fautocw_l13n_istrue,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_indirect_operating_current_yr,Sche 2 Y Expenses Indirect Operating Current Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryforward_at_risk_sche_qbi,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryover_passive_schd_st,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_auto,Sche 1 Was Expenses Auto,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_est_total_a,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_ps_total_a,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_ps_py_loss,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_re_expenses_supplies,Setup Re Expenses Supplies,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_re_expenses_mortgage_interest,Setup Re Expenses Mortgage Interest,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_re_type_other,Setup Re Type Other,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschc_gozy_istrue,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschc_irpy_istrue,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_cogs_labor,Bus Cogs Labor,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_other_expenses,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_repairs_and_maintainence,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_pension_profit_sharing,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_supplies,Business Expense Supplies,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxpayer_area_code,Taxpayer Area Code,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_total_credits,Amount Total Credits,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_education_credit,Amount Education Credit,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f1040_fcname_exists,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.states,States,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_oh_taxable_income,Tax Sum Oh Taxable Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_prior_depreciation,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fothinc_l10ct,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fothinc_l2bt,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_f2106_l7a,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k2sw_activity_type_multiple,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.k1pw_cy_net_income,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.num_f6251,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_jobeda,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f8949_lt_total_proceeds,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f8949_st_row_adj_code,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.num_f8949_l1h,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_qtuity,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_qaocy,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_grantbx,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_elemx,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_age,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f1099mper_c13n1_exists,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_other_tax_prior_yr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_mortgage_interest_prior_yr,Sche 2 Y Expenses Mortgage Interest Prior Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2y_expenses_travel_current_yr,Sche 2 Y Expenses Travel Current Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryforward_sec179_reg,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_sec1231_gl_adjustments,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_sstb_percentage,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_sstb_no,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_mortgage_interest,Sche 1 Was Expenses Mortgage Interest,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_rental_use_percentage,Sche 1 Was Rental Use Percentage,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_income_rents,Sche 1 Re Income Rents,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_type_other_describe,Sche 1 Re Type Other Describe,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_re_expenses_travel,Setup Re Expenses Travel,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_gorl,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_l4_total,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_lt_casualties_4684,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_1099b_cost,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_8949_boxb_proceeds,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_fschc_l1c,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_taxes_license,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_rent_vehicle,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_other_income,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_meals,Bus Expense Meals,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_mortgage_interest,Bus Expense Mortgage Interest,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_med_withheld,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_ss_wages,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_sum_med_wages,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_ein,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.age_taxpayer,Age Taxpayer,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_additional_child_care_credit,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_other_income,Amount Other Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_pension,Amount Pension,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.aca_penalty,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_certain_business_expense,Amount Certain Business Expense,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_oh_total_tax,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_oh_tax_before_credits,Tax Sum Ownerhistory Tax Before Credits,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_gl_land,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_date_sold,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_land,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_fk1ew_l1,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_creda,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f8949_lt_boxc,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_milx,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfotp_seconx,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_f1099mper_l10,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryover_at_risk_sche_reg,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_carryover__sec179qbi,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_qbi_prev_disallowed_adjustments,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_gl_adjustments,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_trade_bus_id,Sche 1 Was Trade Bus Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_total_real_estate_tax_reported_sche,Sche 1 Was Expenses Total Real Estate Tax Reported Sche,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_other_insur,Sche 1 Was Expenses Other Insurer,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_expenses_travel_reported_sche,Sche 1 Was Expenses Travel Reported Sche,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_rental_1099misc,Sche 1 Was Rental 1099 Miscellaneous,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1ws_owned_by_spouse,Sche 1 Was Owned By Spouse,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_est_total_b,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche2_ps_partnership_or_scorp,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sup_farm_gross_income,Support Farm Gross Income,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_expenses_other_text,Sche 1 Re Expenses Other Text,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.sche1_re_expenses_legal,Sche 1 Re Expenses Legal,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_distribution_8814_text,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_st_1099b_gorl,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_dispose_investments_yes,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fschd_lt_8949_boxf_proceeds,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_cogs_supplies,Business Cogs Supplies,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_business_use_home,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.schc_meals,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_pension,Bus Expense Pension,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.bus_expense_other_interest,Business Expense Other Interest,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_local_tax,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.w2_local_wages,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxpayer_military,Taxpayer Military,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.age_dependent_min,Age Dependent Min,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_moving_expense,Amount Moving Expense,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.taxsum_ca_balance_due,Tax Sum Company Balance Due,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f2yrcomp_income_gorl_percent,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.f2yrcomp_income_gorl_prev,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_state_depreciation_method,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fasse_state_depreciation_sec179,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.fothinc_l10bsp1,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.amount_f6251_l21,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_qtp,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_tftotal,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_yr4n,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.stinfodp_age,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.dep_age_list,Dept Age List,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_taxml_hist.num_dependents_list,Num Dependents List,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
