key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_src.fact_clickstream_psd.is_amp,Is Amp,<p>ECS standard property used to indicate whether the current page is a Google AMP (Accelerated Mobile Pages) page or not</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.product_list,Product List,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.personalization_ids,Personalization Ids,<p>ECS custom clickstream property used to capture IDs associated with a personalized experience</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.ui_access_point,Ui Access Point,<p>ECS standard property - Name of access point on the screen where the action took place.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.task_name,Task Name,<p>Ecs custom clickstream property commonly used for workflows</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.cms_locator,CMS Locator,<p>ECS custom clickstream property used to capture CMS (Content Management System) IDs associated with the current page and page elements being interacted with. Used primarily by the marketing site</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.connection_type,Connection Type,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.secondary_hit,Secondary Hit,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.platform,Platform,"<p>ECS standard property used to capture the platform of the visitor's device - typically one of: ios, android, or web</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.sub_scope_area,Sub Scope Area,<p>ECS custom clickstream property used for different things in different experiences</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.day_of_week,Day Of Week,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.post_java_enabled,Post Java Enabled,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.mobilehourofday,Mobilehourofday,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.request_id,Request Identify,<p>ECS custom clickstream property</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.personalization_placement,Personalization Placement,<p>ECS custom clickstream property</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.visit_num,Visit Num,"<p>Adobe preprocessing indicator of the number of prior visits, including the current visit, associated with the visitor</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.task_detail,Task Detail,<p>Custom clickstream property commonly used for workflows</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.tt_topic_name,TurboTax Topic Name,<p>ECS custom clickstream property used to capture the TurboTax topic associated with the event</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.pagename,Pagename,"<p>Name for the page, typically the same as the ECS screen property</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.post_visid_high,Post Visid High,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.task_stage,Task Stage,<p>Custom clickstream property commonly used for workflows</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.url,Url,<p>URL of the page</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.page_type,Page Type,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.refund_amount,Refund Amount,<p>ECS custom clickstream property used to capture the current refund_amount associated with the visitor's tax return</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_src.fact_clickstream_psd.va_closer_detail,Va Closer Detail,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.last_purchase_num,Last Purchase Num,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.last_purchase_time_gmt,Last Purchase Time Greenwich Mean Time,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.date_time,Date Time,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.va_finder_id,Va Finder Id,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.mobile_id,Mobile Identify,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.page_experience,Page Experience,"<p>ECS standard property used to represent a variant of a page, typically for personalization (not used for experiments)</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.application_locale,Application Locale,<p>Custom clickstream property used for turbotax</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.post_mobileappid,Post Mobileappid,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.page_url_id,Page URL dim id,<p>Foreign key to the tax_src.dim_page_url_global table</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.daily_visitor,Daily Visitor,<p>Adobe preprocessing assigned value indicating whether the visitor is new for the current day</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.error_type,Error Type,<p>Custom clickstream property used to describe the type of error in the case of  events capturing an error in the UI</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.mobiledeeplinkidname,Mobiledeeplinkid Name,<p>Do not use. Deprecated</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.mobiledayofweek,Mobiledayofweek,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.amend_tax_year,Amended Tax Year,<p>Custom clickstream property used to capture the tax year associated with an amendment being worked in the current session</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.offer_vertical_id,Offer Vertical Identify,<p>Custom clickstream property used to capture category of partner offers shown in the product</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.content_id_topic_name,Content Identify Topic Name,<p>Adobe preprocessing rule used to combine values from the ECS custom properties content_id and topic_name</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.error_code,Error Code,<p>Custom clickstream property used to capture error code in the case of events capturing an error in the UI</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.username,Username,<p>Do not use. Not relevant for our instrumentation (Adobe report suite ID)</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.tax_year,Tax Year,<p>tax year derived from the date of the clickstream event</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.object_detail,Object Detail,<p>ECS standard property used to capture additional information about the object being acted upon in the clickstream event</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.aam_segment_ids,And Are Marketed Segment Ids,<p>AAM segment Ids captured from the cookies</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.bundles_offered,Bundles Offered,<p>Do not use. Deprecated</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.post_pagename,Post Pagename,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.alt_ivid,Alternative IVID,<p>IVIDs (Intuit Visitor IDs) captured from the page_url</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_src.fact_clickstream_psd.license,License,<p>Custom clickstream property</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.checklist_id,Checklist Identify,<p>Custom clickstream property</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.event_id,Event Identify,<p>Unique ID for the clickstream event (concatenation of hitid_high and hitid_low in Adobe datafeed columns)</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.browser,Browser,<p>Browser name</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.is_ffa,Is FFA flag,<p>Custom ECS property used to indicate whether a visitor is a known FFA tax filer</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.latlon1,Deprecated,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.offer_take,Offer Take,<p>Do not use. Deprecated</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.latlon45,Deprecated,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.cust_visid,Custom Visited,<p>Do not use. Not relevant for our instrumentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.doc_type,Doc Type,"<p>Custom clickstream property called doc_type, used by TTLive and possibly others</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.referrer_auth_id,Referrer Auth Identify,<p>Authenticated User ID retrieved from the referrer URL - auth id query string parameter</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_src.fact_clickstream_psd.experiment_platform,Experiment Platform,<p>Standard ECSproperty used to capture the test platform (example: IXP) associated with the experiment a user is in</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.url_uid,Url Uid,<p>Authenticated User ID captured from the page URL - uid query string parameter</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_src.fact_clickstream_psd.new_existing,New Existing,<p>Flag indicating whether the clickstream event is from a new or an existing visitor (based on Adobe pre-processing)</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.fact_clickstream_psd.url_auth_id,Auth ID from page URL,<p>Authenticated User ID retrieved from the page URL - auth id query string parameter</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.tax_year,Tax Year,<p>Tax Year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.secondary_id,Secondary ID,"<p>The SSN of spouse filer, hashed with MD5 and SHA256</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,highly sensitive,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.product_version,Product Version,"<p>Obsolete, fixed value NULL</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.product_state,Product State,"<p>EFE filing agency, e.g. ""IRS"", ""FBAR"", ""CA""</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.product_code,Product Code,"<p>e.g. ""TTLPPER20"", ""LACERTE"", ""FFFF"", ""TTUATTLPER19""</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.product_alias_code,Product Alias Code,"<p>Obsolete, fixed value NULL</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.primary_id,Primary ID,"<p>The SSN of primary filer, hashed with MD5 and SHA256</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,highly sensitive,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.price_priority_code,Price Priority Code,"<p>Obsolete, fixed value '9999999999'</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.order_type,Order Type,"<p>Obsolete, fixed value NULL</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.order_amount,Order Amount,"<p>Obsolete, fixed value NULL</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.matt_date,MATT date,"<p>Obsolete, the value now is current timestamp</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.filing_type,Filing Type,"<p>Filing type e.g. ""IRS-IIT-FILING"", ""CA-IIT-FILING"", ""IL-IIT-FILING""</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.axc_us_votes.vote_id,Vote Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.reply_id,Reply Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.ingest_date,Ingest Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.updated_at,Updated At,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_clickstream_offer_auth_historical.create_update_ts,Create Update Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_see_category,Offer See Category,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.reply_id,Reply Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.parent_type,Parent Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.post_id,Post Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.parent_id,Parent Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.community_id,Community Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.feedback,Feedback,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.vote_type,Vote Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_take_attach_bundle,Offer Take Attach Bundle,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.updated_at,Updated At,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_clickstream_offer_auth_historical.trans_id,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_clickstream_offer_auth_historical.hit_timestamp,Hit Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.locale,Locale,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_take_bundle_event,Offer Take Bundle Event,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_see_category_rollup,Offer See Category Rollup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_clickstream_offer_auth_historical.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.created_at,Created At,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.locale,Locale,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_take_sku_event,Offer Take Sku Event,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.ingest_date,Ingest Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_see_tax_situation,Offer See Tax Situation,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.parent_type,Parent Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_event_type,Offer Event Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_take_detach_bundle,Offer Take Detach Bundle,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_clickstream_offer_auth_historical.offer_id,Offer Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.parent_id,Parent Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_ca_votes.post_id,Post Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.community_id,Community Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.fact_clickstream_offer_auth_historical.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_id,Offer Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.create_update_ts,Create Update Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_take_bundle_cart,Offer Take Bundle Cart,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.dim_offer_historical.offer_take,Offer Take,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.axc_us_votes.vote_type,Vote Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.engine_id,Engine ID,"<p>Obsolete, fixed value NULL</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.credit_priority_code,Credit Priority Code,"<p>Obsolete, fixed value '9999999999'</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.audit_upd_ts,Audit Update Timestamp,"<p>Obsolete, fixed value NULL</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.audit_upd_key,Audit Update Key,"<p>Obsolete, fixed value NULL</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_efe_non_rt_orders.audit_ins_ts,Audit Insert Timestamp,"<p>Obsolete, the value now is current timestamp</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.src_rad_gd_account.virtual_card_first_access_dt,Virtual Card First Access Date,<p>Virtual card first access date of user's pre-paid card</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.updatedate,Updatedate,<p>The date that Greendot updates this row in source</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.tax_year,Tax Year,<p>Tax Year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.rad_flag,Rad Flag,"<p>Boolean flag indicating whether the user is part of the RAD (Refund Advance) program
Little nuance: If a user created a Turbo card account but got rejected at final qualification in the underwriting, then they will have a non RAD Turbo Card with all the RAD card features such as $0 fee etc. just not the loan itself. And their rad_flag will still be true. One way to differentiate them is to use init_fund_amt. The loan amounts are within fixed tiers for example for ty20 there are 10 tiers: 250,500,750,1000,1500,2000,2500,3000,3500,4000. If a user has null or some other number as init_fund_amt, then he/she might be the rejected case.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.product_key,Product Key,<p>Intuit Product Keys</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.physical_card_actvn_dt,Physical Card Activation Date,<p>Physical card activation date of user's pre-paid card</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.init_fund_type,Initial Funding Type,"<p>Initial funding type of user's pre-paid card, e.g. ""Tax"",""Direct Deposit""</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.init_fund_dt,Initial Funding Date,<p>Initial funding date of user's pre-paid card</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.init_fund_amt,Initial Funding Amount,<p>Initial funding money amount in user's pre-paid card</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.ingest_date,Ingest Date,<p>The date that CGDE data pipeline ingests to the table</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.createdate,Createdate,<p>The date that Greendot creates this row in source</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.src_rad_gd_account.account_id,Account Identifier,"<p>Account ID created by Greendot, primary key for this table</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_src.tcs_ty12_test_20210127_2.zip,Zip,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_src.tcs_ty12_test_20210127_2.yearly_visitor,Yearly Visitor,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
