key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_rpt.rpt_testing_analytics_master_visitor_backup.first_order_datetime,First Order Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.tts_assisted_users_ind,Table To Store Assisted Users Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.assisted_pro_usage_ind,Assisted Pro Usage Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_ttl_upsell_ind,Monetization Take Total Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_max_ryo_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_max_final_review_upsell_ind,Monetization See Max Final Review Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.fed_form_type_name,Fed Form Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.diff_rank_nbr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.dwh_creation_datetime,Data Warehouse Creation Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.is_single_account_ind,Is Single Account Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.total_max_ps_revenue_amt,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.user_agent_browser_version_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.completed_sku_name,Completed Sku Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.visitor_omt_id,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.total_state_revenue_amt,Total State Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.num_mindbender_attach_nbr,Num Mindbender Attach Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.visits_nbr,Visits Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.posters_ind,Posters Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_plus_bundle_detach_ind,Monetization Plus Bundle Detach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_take_max_final_review_upsell_ind,Monetization Take Max Final Review Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_see_plus_universal_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.num_max_ps_attach_nbr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.logins_nbr,Logins Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_max_post_pi_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.first_complete_app_type_name,First Complete App Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.first_assignment_datetime,First Assignment Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.total_ttl_revenue_amt,Total Total Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.first_auth_prod_name,First Auth Product Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.recommended_sku_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.first_neauth_datetime,First Neauth Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.tts_assisted_users_ind,Table To Store Assisted Users Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_plus_explainwhy_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.completed_sku_name,Completed Sku Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.channel_group_name,Channel Group Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.total_refund_transfer_revenue_amt,Total Refund Transfer Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.total_revenue_amt,Total Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_see_max_post_pi_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_take_plus_upsell_ind,Monetization Take Plus Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.first_neauth_datetime,First Neauth Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_max_final_review_upsell_ind,Monetization Take Max Final Review Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_plus_tra_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_max_bundle_detach_ind,Monetization Max Bundle Detach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.neauth_ind,Neauth Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.channel_group_name,Channel Group Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.test_name,Test Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.num_refund_transfer_attach_nbr,Num Refund Transfer Attach Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.user_agent_family_name,User Agent Family Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.pon_upvotes_nbr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.experiment_id,Experiment Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.application_name,Application Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.pon_total_votes_nbr,Pendingordernumber Total Votes Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_take_plus_explainwhy_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.test_start_datetime,Test Start Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.cr_denominator,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_ttl_help_panel_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.first_auth_prod_name,First Auth Product Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.total_audit_defense_revenue_amt,Total Audit Defense Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.logins_nbr,Logins Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.tts_search_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_see_plus_tra_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.clear_start_over_l_datetime,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.total_refund_transfer_revenue_amt,Total Refund Transfer Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.help_system_users_ind,Help System Users Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.pi_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.test_start_datetime,Test Start Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.product_manager_name,Product Manager Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.num_ttl_attach_ind,Num Total Attach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.pon_voters_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.np_promoters_nbr,Net Profit Promoters Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.fed_form_complexity_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.application_name,Application Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.dwh_update_datetime,Data Warehouse Update Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.num_state_attach_nbr,Num State Attach Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_max_bundle_detach_ind,Monetization Max Bundle Detach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.recipe_id,Recipe Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.recommended_sku_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.np_responses_nbr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.searchable_voters_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.tts_assisted_cnt,Tenants Assisted Count,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.tto_segment_hybrid_rollup_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.num_max_attach_nbr,Num Max Attach Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.completed_ind,Completed Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.mvam_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.cr_denominator,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.tts_assisted_cnt,Tenants Assisted Count,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.care_entitlement_level_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.first_complete_app_type_name,First Complete App Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.version_id,Version Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.total_revenue_amt,Total Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.num_max_attach_nbr,Num Max Attach Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_ttl_upsell_ind,Monetization See Total Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.num_refund_transfer_attach_nbr,Num Refund Transfer Attach Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.searchable_total_votes_nbr,Searchable Total Votes Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.np_detractors_nbr,Net Profit Detractors Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.cr_numerator,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_see_max_not_started_upsell_ind,Monetization See Max Not Started Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.clear_start_over_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.mvam_ind,MVAM Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.tts_self_help_ind,TurboTax Self Employed Self Help Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_take_ttl_help_panel_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.seq_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_ttl_bundle_detach_ind,Monetization Total Bundle Detach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_take_max_upsell_ind,Monetization Take Max Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.help_system_users_ind,Help System Users Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.first_authentication_app_type_name,First Authentication App Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.total_ttl_revenue_amt,Total Total Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.num_audit_defense_attach_ind,Num Audit Defense Attach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_see_ttl_upsell_ind,Monetization See Total Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.completed_sku_name,Completed Sku Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.care_entitlement_level_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.neauth_ind,Neauth Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.taxable_state_ind,Taxable State Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.pi_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.recipe_name,Recipe Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.cr_numerator,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_take_max_not_started_upsell_ind,Monetization Take Max Not Started Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.app_type_name,App Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_see_plus_upsell_ind,Monetization See Plus Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.first_authentication_device_type_name,First Authentication Device Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.pseudonym_id,Pseudonym Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.prev_sku_id,Previous Sku Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.sku_num,Sku Num,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.scope_area,Scope Area,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.hit_timestamp,Hit Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.sku,Sku,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.ui_object_detail,Ui Object Detail,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.ui_action,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.trans_id,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.sku_id,Sku Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_sku_changes.sku_change_upgrade,Sku Change Upgrade,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.fact_clickstream_record,Fact Clickstream Record,"<p>1 if a record was found in fact_taxprep_session for a given tax_year + auth_id + record_date combo, 0 otherwise  </p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.fact_taxprep_session_start_record,Fact Taxprep Session Start Record,"<p>1 if a ""start"" record was found in fact_taxprep_session for a given tax_year + auth_id + record_date combo, 0 otherwise  </p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.fact_taxorder_record,Fact Taxorder Record,"<p>1 if a record was found in fact_taxorder for a given tax_year + auth_id + record_date combo, 0 otherwise  </p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.tax_year,Tax Year,<p>Tax year for the given record</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.fact_clickstream_start_record,Fact Clickstream Start Record,"<p>1 if a ""start"" record was found in rpt_auth_fact_clickstream_daily_summary for a given tax_year + auth_id + record_date combo, 0 otherwise  </p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.dwh_creation_datetime,Data Warehouse Creation Datetime,<p>UTC Timestamp of when the row was inserted in the data lake. </p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.auth_id,Auth ID,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
